label	body
0	some adjusters like alan singer of san diego had been working in charleston for nearly four weeks he returned home last thursday packed a bag with fresh clothes and reported for duty friday in walnut creek
0	they would like to retrieve some appliances on the second floor but wonder if it's safe to venture inside that if the appliances can't be salvaged their policy covers the replacement cost
0	i always knew that the 'big one' was coming but not during my lifetime now she's thinking of contacting her own insurance agent
0	but nothing was severely damaged her sister cynthia wishes toni had a different job
0	i would be much happier if this volume {in german stocks} were in frankfurt rather than london that spreads were too wide and volumes too light in the extreme conditions on manic monday
0	at a special meeting on the day of the decline directors of the frankfurt stock exchange voted to extend their trading hours although they haven't decided when or by how much the market still feels it functioned ok during this crash
0	but it's just one of those things that happened investors can be assured now that this kind of problem can never occur again
0	the california thrift has just announced a $226 million third-quarter loss how did this happen
0	there's some price at which we'd stop bidding he wouldn't specify what it was
0	fidelity's junk fund has fallen 2.08% this year through oct. 19 the vanguard fund rose 1.84%
0	senior ministry officials huddled with creditors during the week in an attempt to agree on some form of restructuring that would keep waertsilae marine operating the talks may drag on for weeks before any concrete result is announced
0	the ec commission decided that such an accord doesn't benefit consumers enough to merit an exemption from antitrust law the airlines presented it as offering consumers more choice and better flight connections
0	that mr. redford's environmental views are at odds with utah residents this may have been true 10 years ago but times have changed even in utah
0	we've been putting in long hours -- six-day weeks and 13-hour days for the last two months a year ago you'd spend two days working and two days in the yard
0	the same roller-coaster prices that halted u.s. oil exploration and drove many veteran oil men and companies out of the business also played havoc with the nation's inflation rate the trade deficit and oil users' corporate and personal budgets now at least some predictability has returned for everyone from economists to motorists
0	a kind of no-mistakes mentality had been stifling activity now everybody is a lot more optimistic
0	most oil companies when they set exploration and production budgets for this year forecast revenue of $15 for each barrel of crude produced prices have averaged more than $2 a barrel higher than that
0	norman young a mud-logger at the sniper well has worked all but about nine days of this year last year i was off a straight month then one time for two to three weeks and another two to three weeks
0	first year i came back there wasn't any work it's on the way back now
0	no major booms no major setbacks business has been good enough that he just took a spur-of-the-moment weekend trip to the mountain area of cloudcroft something i haven't done in years
0	according to baker hughes inc. 992 rotary rigs were at work in the u.s. last week up from the year-ago count of 933 in 1981 before the bust the rig count was above 4 000
0	he got three trucks and a backhoe cheap i want to add one more truck
0	real heroes exist you might not find one in the `jurisprudence' column
0	we had intercepted during the year an estimated $5 billion street value of cocaine i don't know how much got through
0	it seems to me we're not really going to get anywhere until we can take the criminality out of the drug business and the incentives for criminality out of it frankly the only way i can think of to accomplish this is to make it possible for addicts to buy drugs at some regulated place at a price that approximates their cost
0	that it planned to ship a computer based on the 486 chip early next year these bugs don't affect our schedule at all
0	we haven't modified our schedules in any way to switch to another vendor's chips would definitely not be an option
0	in late september ibm began shipping a plug-in card that converts its ps/2 model 70-a21 from a 80386 machine to an 80486 machine the company told customers monday about the bugs and temporarily stopped shipping the product
0	compaq which said it discovered the bugs still plans to announce new 486 products on nov. 6. that's a break from compaq tradition because the company doesn't announce products until they're actually at the dealers
0	i always lift the hood there's nothing wrong
0	one group says the futures contribute to stock market volatility the other contends that futures are a sideshow of speculation that detracts from the stock market's basic function of raising capital
0	the kind of instant liquidity that is implied by index futures is that you can buy a portfolio over two years and get out in one day it's too disruptive
0	his daughter turns to dressmaking then to peddling herself for a few piasters one son sacrifices his own career so that his avaricious brother can succeed
0	the main factors for the september increase from the previous month were higher prices for services food and housing prices fell marginally for fuel and electricity
0	under the initial proposal for example banks would have been required to disclose that portion of allowances for loan losses that reflects specific letters of credit for which customers had defaulted the final rule won't require such a breakdown of the allowances for loan losses which appears on the balance sheet
0	it will likely pay rent of $10 to $15 per square foot they will be asking $50 per square foot for rent to fill the space that exxon is vacating
0	the result is that those rich enough to own any real estate at all have boosted their holdings substantially for those with no holdings the prospects of buying a home are ever slimmer
0	that even if the policies work to slow or stop speculation apartment prices are unlikely to go down at best they will rise more slowly
0	there's any legal reason to limit forfeiture of attorney's fees to drug cases his office just responded to an attorney's question about whether we would go after attorney's fees and that is different from actually doing it although we reserve that right
0	in that suit the sec accused mr. antar of engaging in a massive financial fraud to overstate the earnings of crazy eddie edison n.j. over a three-year period through his lawyers mr. antar has denied allegations in the sec suit and in civil suits previously filed by shareholders against mr. antar and others
0	vandenberg and rayburn were wise enough to leave specific operations to presidents modern senators mr. boren notwithstanding are less modest
0	the result is that the senate committee has what amounts to veto power over every covert action i wouldn't say it's quite a veto
0	in panama the u.s. interests at stake were happily minor; the only people killed were foreigners hapless enough to trust american will americans may not be so lucky the next time
0	colony banks have a major stake in how interest rates move because of their enormous hong kong-dollar exposure even though the currency is pegged to the u.s. dollar with a fixed exchange rate of hk$7.8 to the american currency the u.s. and hong kong economies don't always move in lock step making it difficult to predict where interest rates in the colony will go
0	in early 1988 when the three-month eurodollar rate was between 7% and 8% the three-month hibor rate was as low as 1% just a few months ago the three-month eurodollar rate was around 9.5% while three-month hibor hit highs above 11%
0	that hibor futures were designed for institutions and corporations not for the type of small individual investors who were very active in hang seng index futures and defaulted in the 1987 crash the low margin required for trading futures attracted a lot of small investors before the 1987 crash who didn't realize that their risk was virtually unlimited
0	one section of the bill would make all commodity brokerage firms and floor brokers liable for damages without willful misconduct nowhere in the federal securities law is simple negligence or inadvertent action a source of liability under similar circumstances
0	another measure makes commodity brokerage firms liable for violations committed by independent floor brokers who execute trades for them this untried concept would expose these firms to potentially astronomical punitive damages
0	when problems surface the temptation becomes strong to summarily overhaul a market system that has served for more than 100 years that temptation must be put aside to permit careful consideration of all the implications positive and negative of the proposed resolutions to those problems and to avoid creating a marketplace where no one trades
0	he is an avuncular figure who remembers the birthdays of colleagues' children opens doors for women and almost never has a bad word to say about anybody more important he emerged as a peacemaker last summer after the central park rape of a white jogger and the racial murder of a black teen-ager in the white brooklyn neighborhood of bensonhurst
0	then two days before receiving an endorsement from environmental groups mr. dinkins promised he would issue a three-year moratorium on construction of garbage-incinerator plants that announcement was roundly criticized by mayor koch -- who has endorsed mr. dinkins -- because the city faces a garbage crisis and has already spent $5 million planning for an incinerator that would be scrapped under mr. dinkins's proposal
0	in the midst of a labor shortage he proposes linking city subsidies to businesses to their record of hiring new york city residents with an untrained local labor pool that policy could drive businesses from the city
0	and he favors a more cooperative approach toward the neighboring states of new jersey and connecticut in the battle over companies thinking of moving employees out of new york city the koch administration's aggressive approach helped save 5 000 chase manhattan bank jobs from moving across the hudson
0	mr. dinkins's inner circle of advisers appears to include both ideologues and pragmatists the key man seems to be the campaign manager mr. lynch
0	we know there are potholes for the city out there if any of us think we're going to sidetrack david's determination to be the best possible mayor because of his obligations to us we are making a sad mistake
0	but so far has failed to generate excitement about his own candidacy as a republican in an overwhelmingly democratic city mr. giuliani has an inherent handicap
0	the newspaper could fetch between 15 million and 20 million canadian dollars (us$12.8 million to $17.1 million) said one analyst a spokesman for southam declined to comment on the price the company is seeking or on estimates of the paper's annual losses
0	this bacterium produces a toxin that if used as a vaccine can induce immunity to whooping cough unfortunately the toxin is also poisonous
0	ordinarily in genetic engineering each of these genes minus the one that caused the virulence would have been transferred to another bacterium called e. coli which would then produce a nonvirulent version of the toxin they did this but the toxin didn't induce immunity to whooping cough
0	in 1796 mayer amschel rothschild founded bankhaus m.a. rothschild & sons and later sent his four sons to london paris vienna and naples to begin the bank's expansion during the early 19th century the original bank in frankfurt closed in 1901 after the death of wilhelm carl von rothschild and the family's banking activities focused on london and paris
0	in march n m rothschild in london and rothschild bank in zurich showed assets of #4.1 billion ($6.51 billion) and 1.26 billion swiss francs ($774 million) respectively the paris bank doesn't publish that figure
0	late in london the dollar was quoted at 1.8410 west german marks and 142.70 japanese yen up from late monday in new york british sterling eased to $1.5775 from $1.5825
0	the benchmark 30-year bond was nearly 1/4 point higher or up about $2.50 for each $1 000 face amount new two-year notes ended unchanged while three-year and four-year notes were slightly lower
0	new two-year notes ended unchanged while three-year and four-year notes were slightly lower municipal bonds ended unchanged to as much as 1/2 point higher while mortgage-backed securities were up about 1/8 point
0	the benchmark 30-year bond was nearly 1/4 point higher or up about $2.50 for each $1 000 face amount. corporate bonds were unchanged
0	the discount rate on three-month treasury bills rose slightly from the average rate at monday's auction to 7.79% for a bond-equivalent yield of 8.04% the discount rate on six-month treasury bills fell slightly to 7.60% for a bond-equivalent yield of 7.99%
0	freddie mac's 9 1/2% issue was quoted at 99 20/32 up 3/32 from monday fannie mae's 9% issue was at 98 7/32 up 1/8
0	germany's 7% bond due october 1999 was unchanged at 99.35 to yield 7.09% while the 6 3/4% notes due july 1994 rose 0.025 point to 97.275 to yield 7.445% japanese government bonds showed little change
0	this in turn threatens the massive vested interests of which you have written my questions on this subject at a recent meeting at the world resources institute with representatives of the national resource development commission the environmental protection agency friends of the earth etc. were greeted with derision and some mumbled comments about that report being discredited
0	in the september issue of scientific american thomas e. graedel distinguished member of the technical staff at at&t bell laboratories and paul j. crutzen director of the air chemistry division of the max planck institute for chemistry in mainz west germany wrote it is now quite evident that chlorofluorocarbons particularly cfc-11 and cfc-12 are the major culprits responsible for ozone depletion mr. melloan quotes peter teagan and invokes the name of arthur d. little inc. to support his statement
0	the big questions are whether the increase effective jan. 1 1990 will stick and whether other major steelmakers will follow suit it is widely expected that they will
0	major steel producers are selling cold rolled sheet steel at about $370 a ton compared with a peak price of $520 a ton in 1988 second-tier companies are receiving even less per ton
0	they {ltv} may believe this can impact contract negotiations and is their signal to the world that now is the time to get tough on prices mr. marcus believes spot steel prices will continue to fall through early 1990 and then reverse themselves
0	however stateswest isn't abandoning its pursuit of the much-larger mesa it may purchase more mesa stock or make a tender offer directly to mesa shareholders
0	stateswest serves 10 cities in california arizona and nevada mesa flies to 42 cities in new mexico arizona wyoming colorado and texas
0	in the third quarter the company which is 61%-owned by murphy oil corp. of arkansas had a net loss of $46.9 million or 91 cents a share compared with a restated loss of $9 million or 18 cents a share a year ago the latest period had profit from continuing operations of $4 million
0	democrats want to avoid having to make that choice by making the capital-gains tax cut an individual bill sen. mitchell is confident he has sufficient votes to block such a measure with procedural actions
0	turkey's legislature elected prime minister ozal as the country's first civilian president since 1960 opening the way for a change of government under a new premier he will select the vote in ankara was boycotted by opposition politicians who vowed to oust ozal
0	in the 12 months ended in september wages and salaries of private-sector workers rose 4.4% while health insurance costs spurted by 13.7% the consumer price index climbed 4.3% in the same period
0	for private-sector union workers the cost of wages and benefits rose 0.9% in the third quarter for nonunion workers the costs rose 1.4%
0	including employees of state and local governments the employment cost index rose 1.6% in the third quarter compared with a 1.3% rise in the same quarter in 1988 the index rose 1.1% in the second quarter
0	for the 12 months ended in september this index was up 5.1% it rose 4.8% for the 12 months ended in june and 4.7% in the 12 months ended in september 1988
0	that it is negotiating to sell a 20% interest in its real estate unit to the california public employees retirement system for roughly $400 million since the real estate unit also includes debt the imputed value of the real estate itself is close to $3 billion
0	if the railroad is valued on a private market basis it would have a value of $1.65 billion a compromise between bulls and bears puts remaining assets and cash at $2 billion
0	and in the meantime is sticking to his buy recommendation on the belief that he will find values of 30 a share if for any reason i don't have the values then i won't recommend it
0	first boston's graeme anne lidgerwood values santa fe at 24 down from her earlier estimate of 29 her recent report classifies the stock as a hold
0	they hope they can buy some government cost discipline but this is a false hope that government has done an even worse job of controlling its health bill than business
0	it had a loss of $92.2 million or $6.98 a share for the quarter ended sept. 30 coast earned $10.2 million or 67 cents a share in the year-ago quarter
0	it didn't use the misleading expression `reduced from original prices the company marked price tags and advertised at its lowest possible prices for all its merchandise to reduce public confusion
0	the financial accounting foundation voted 12-2 that fasb accounting rules supercede gasb rules in regard to utilities hospitals and colleges and universities owned by the government gasb rules still apply for other government units
0	separately the bill gives authority to the department of housing and urban development to facilitate the refinancing of high-interest loans subsidized by the government under the so-called section 235 home-ownership program for lower-income families this provision met early and strong resistance from investment bankers worried about disruptions in their clients' portfolios
0	in london the financial times 100-share index finished 30.1 points higher at 2112.2 the index settled off the high of 2117.1 posted after wall street opened stronger
0	the 30-share index settled 23.2 points higher at 1701.7 volume was only 256.6 million shares breaking the previous 1989 low of 276.8 million shares recorded oct. 23
0	glaxo was the biggest gainer jumping 35 to #13.78 ($21.72) on anticipation of a stock split next week total turnover in glaxo was a thin 975 000 shares
0	the tokyo stock price index of all issues listed in the first section which fell 15.82 points friday was down 5.16 points or 0.19% at 2676.60 the second section index which fell 36.87 points friday was down 21.44 points or 0.59% to close at 3636.06
0	big board officials have been under seige from both investors and the exchange's own floor traders since the dow jones industrial average's 190-point tumble on oct. 13 mr. phelan hasn't been making public remarks in recent days
0	early last year after a 140-point one-day drop in the dow the big board instituted the collar which banned program trading through the big board's computers whenever the dow moved 50 points up or down in a day it didn't work
0	despite what some investors are suggesting the big board isn't even considering a total ban on program trading or stock futures most revisions it will propose will be geared toward slowing down program trading during stressful periods
0	those who testified {yesterday} have consistently maintained that anyone who didn't agree with them is part of a coverup a whitewash or the subject of excessive influence we simply don't agree with that or the findings of their investigation
0	mr. meek said his suspicions were aroused by several foreign investments by lincoln including $22 million paid to credit suisse of switzerland an $18 million interest in saudi european bank in paris a $17.5 million investment in a bahamas trading company and a recently discovered holding in a panama-based company southbrook holdings mr. bickwit said i can see why an s&l examiner would regard these as unusual activities but said the overseas investments essentially broke even for the s&l
0	you'd think all the stories about well-heeled communities and developers getting hud grants would prompt congress to tighten up on upscale housing subsidies no way
0	no way congress has just made it easier for the affluent to qualify for insured loans from the deficit-ridden federal housing administration
0	right now the largest loan the fha can insure in high-cost housing markets is $101 250 last week housing lobbies persuaded congress to raise the ceiling to $124 875 making fha loans more accessible to the well-to-do
0	that hud secretary jack kemp is toying with going along with some of the cranston-mitchell proposals that sounds like a formula for ensuring that he gets dragged into the next hud tar pit
0	of course self-reform is about the last thing this congress is interested in proponents of expanding fha programs say they merely want to help home buyers who are frozen out of high-priced markets
0	and they are surely headed for the capitol hill sausage-grinder like the s&l mess before it this is a problem congress should be solving not ignoring
0	miniscribe also hasn't filed any financial statements for 1989 such statements should be ready by the end of november
0	he said he expects the company to have $500 million in sales for this year he didn't say what the company expected to report for year-earlier sales which will be restated from the previously reported $603 million
0	the company also faces delisting by the national association of securities dealers the company continues to trade in the over-the-counter market with an exception to listing requirements
0	in late afternoon new york trading yesterday the dollar stood at 1.8415 west german marks up from 1.8340 marks late monday and at 142.85 yen up from 141.90 yen late monday a month ago a similar survey predicted the dollar would be trading at 1.8690 marks and 139.75 yen by the end of october
0	he expects u.s. interest rates to decline dragging the dollar down to around 1.80 marks by the end of january after a short-lived dash to 1.87 marks by the end of november west german interest rates will remain unchanged
0	conservative japanese investors are put off by what they consider mexico's restrictive investment regulations and loose work habits from the mexicans' viewpoint vaunted tactics of methodical japanese managers don't count for much in a land where a saying says there are no fixed rules
0	the japanese will come to mexico but not immediately if not now when
0	there seems to be a presumption in some sectors of (mexico's) government that there is a lot of japanese money waiting behind the gate and that by slightly opening the gate that money will enter mexico that is the case
0	it is delaying approval of first union corp. 's proposed $849 million acquisition of florida national banks pending the outcome of an examination into first union's lending practices in low-income heighborhoods florida national said yesterday that it remains committed to the merger
0	i love this business most of the lbo guys don't know how to run a business anyway
0	we weren't allowed to do any due diligence because of competitive reasons if we had it might have scared us off
0	and pinkerton's was forced to borrow $20 million of subordinated debt we wouldn't have had to refinance if a lot of the problems hadn't been there
0	we wouldn't have had to refinance if a lot of the problems hadn't been there this year the firm will be able to service debt and still turn a modest profit
0	american brands just had a different approach their approach didn't work
0	mr. edelman said the decision has nothing to do with marty ackerman mr. ackerman contended that it was a direct response to his efforts to gain control of datapoint
0	for all of 1988 bouygues had consolidated profit of 519 million francs after payments to minority interests on revenue of 50 billion francs the group has forecast 1989 revenue of 56.9 billion francs
0	the big word around specialized is passion what i hope to bring to this is another word: process
0	ogden projects whose shares began trading on the new york stock exchange in august closed yesterday at $26.875 down 75 cents the stock began trading this summer at $14 apiece
0	it is part of a continuing world-wide restructuring in which it has downsized or sold operations in several countries its continued presence in south africa enables it to make meaningful contributions to south african society to the lives of its employees and to the communities in which it operates
0	according to avery for the year ended sept. 30 1988 uniroyal chemical had sales of $734.2 million and a net loss of $47.1 million that the loss was magnified by accounting adjustments and that the company's loss was smaller on a cash basis
0	in january 1989 the two men acquired the non-packaging assets of triangle including a controlling stake in avery and by extension uniroyal chemical that unless it sold uniroyal its ability to service debt would be hurt and avery's shareholder value would continue to erode
0	a separate inquiry by chemical cleared mr. edelson of allegations that he had been lavishly entertained by a new york money broker that inquiry hasn't resolved similar allegations involving another chemical options trader
0	consolidation has been long overdue it was just the culture of the industry that kept it from happening
0	its board isn't likely to meet before the week after next to respond to the bid the board has 10 business days to respond
0	of the proceeds $500 million will be used to fund its tender offer sea containers added that the recapitalization plan will reduce its debt by more than $500 million
0	earlier this year president bush made a final take-it-or-leave it offer on the minimum wage: an increase to $4.25 an hour over three years and only if accompanied by a lower wage for the first six months of a job now the white house has decided to accept the higher wage over only two years
0	philip morris seems determined to evolve beyond its roots in marlboro country that its name recognition among most consumers remains unusually low although its array of brands blanket supermarket shelves
0	philip morris hopes that by taking its bill of rights theme to the airwaves in addition to publications it will reach the broadest possible audience until now its corporate ads mainly promoting its sponsorship of the arts have appeared almost exclusively in newspapers and magazines
0	if they think well of the company through our support of the bill of rights it follows they'll think well of our products the bill of rights commercial which trumpets the themes of liberty and freedom of expression isn't designed to have any special appeal for smokers
0	they aren't showing james madison taking a puff or lighting up all they are trying to do is borrow some of the legitimacy of the bill of rights itself
0	official trading in the shares will start in london paris and brussels on nov. 6 when the french-franc denominated offering valued at the equivalent of nearly $1 billion comes to market in the european community u.s. investors will be permitted to buy the shares from ec investors 90 days later
0	those estimates are based on fantasy being in operation in 1990 if the ship fails to arrive those per-share earnings estimates could be trimmed 15 cents or more
0	the government contract required meredith relocation corp. to purchase employees' homes based on independent appraisals that the company engaged in various forms of misrepresentation with the goal of reducing the appraised value of employees' homes
0	underwriting syndicates at lloyd's the world's largest insurance market generally don't close their accounts for three years to allow for the filing of claims and litigation when such claims and litigation extend beyond the period the syndicates can extend their accounting deadlines
0	and two directors attempted to place the company under bankruptcy-law protection a federal judge turned down the chapter 11 petition
0	only two states -- vermont and washington -- this year joined five others requiring private employers to grant leaves of absence to employees with newborn or adopted infants similar proposals were defeated in at least 15 other states
0	the preferential treatment even applies to awarding small contracts under $25 000 and consulting and temporary services -- which often go to the smaller concerns firms are permitted wide flexibility in the child-care arrangements they provide
0	november ballots will contain few referendum or initiative issues that especially affect small business in san francisco small businesses are urging passage of a local initiative to build a new $95 million downtown baseball stadium
0	previously regulators insisted that franchisers pre-register such changes with the state -- a costly process taking at least six weeks now some negotiated sales that meet a series of tests don't have to be pre-registered
0	the champion apparently was not worried at all about d.t.'s strong points its chief builder taiwan-born feng-hsiung hsu nicknamed his brainchild the weasel for its tactical flair at wriggling out of horrible positions
0	and when a defensive move was called for d.t. passed up an obvious pawn move and instead exposed its queen to immediate tactical threats that even a weak club player would have avoided the queen move
0	for the first eight months of 1989 thrifts' withdrawals exceeded deposits by $44.5 billion for the prior year deposits exceeded withdrawals by $8.8 billion
0	third-quarter net income at texaco rose to $305 million from $274 million last year revenue declined 3.4% to $8.4 billion from $8.7 billion
0	earnings included a one-time gain of $192 million on a property transaction in hong kong exploration and production profits slumped $40 million due to a provision for restructuring costs
0	her commute from petaluma calif. normally takes an hour and 15 minutes yesterday she was still waiting at a bus stop after three hours
0	at the san mateo bridge which connects the san francisco peninsula with the east bay police were surprised at the speed with which traffic moved everybody pretty much pitched in and cooperated
0	evidence suggesting defects in the official output estimates the evidence does not clearly support the view that the downward bias in output growth has become greater during the 1948-89 period but all i am claiming is that the growth trend is understated
0	this means that no allowance is made for possible increases in output per unit of labor in an unrelated program in which the labor department does estimate output per employee for more than two-thirds of federal civilian employees it found an average annual rate of productivity improvement of 1.7% during the 1980s
0	the federal productivity estimators use labor input rather than output data for their calculations of half of private financial and service industries as well independent estimates of output in those industries including one by the department of labor for banking suggests that productivity in finance and services appears to have risen by an average of at least 1.5% a year between 1948 and 1988
0	in sum the biases ennumerated above indicate a 0.7 percentage point understatement in growth of total real gnp for the private domestic business economy the bias was a bit over 0.5 percentage point
0	for each poll the odds are 19 out of 20 that if pollsters had sought to survey every household in the u.s. using the same questionnaire the findings would differ from these poll results by no more than 2 1/2 percentage points in either direction the margin of error for subgroups -- for example married women with children at home -- would be larger
0	conasupo controls prices on agricultural goods and operates retail outlets where basic consumer items are sold at state-subsidized prices business leaders have long criticized the agency as a leading example of bureacratic waste
0	in an oct. 10 editorial-page article it's the world bank's turn to adjust paul craig roberts lays most of the blame for what ails developing countries at the doorstep of the world bank the article is unfortunately replete with outrageous distortions
0	one of mr. roberts's observations is that the bank's own loan portfolio is in deep trouble because of its lending to developing countries this is just not so
0	another of mr. roberts's criticisms is that bank lending has done more harm than good by implanting the wrong incentives and deflecting energy away from economic development here too mr. roberts is way off the mark
0	mr. roberts also takes a swipe at the bank's adjustment lending what are the facts on this type of lending
0	over the years it has helped encourage investments by entrepreneurs in the third world through its extensive credit operations and through loans and investments by the international finance corp most recently the bank group has been expanded to include the multilateral investment guarantee agency to stimulate direct foreign investment in developing countries by offering guarantees against noncommercial risk and advice to member countries on how to improve their business climate
0	mr. lipstein's absence from the meeting here raised speculation that the sale is in trouble mr. lipstein said in a telephone interview from new york that the sale was proceeding as planned
0	the magazine is strong it's simply the right time to do what we are doing
0	mr. ritterman said that in the next six months he will take $50 million from the soap opera digest sale to acquire new magazines he would not reveal which magazines he is considering
0	jerell paid ms. garratt royalties for the line known as multiples by sandra garratt ms. garratt sued the dallas apparel maker earlier this year charging that jerell developed and marketed clothing lines fashioned after her designs in violation of their contract
0	operating profit from carbon products such as graphite electrodes also declined to $6 million from $20 million in the industrial-gases segment operating profit climbed to $87 million from $58 million
0	but he wouldn't disclose their names sources close to the company and ad agencies that work with meredith said leading advertisers in consumer electronics packaged goods and automotive products were among those negotiating ad packages with the meredith group
0	fund managers don't like to have rights issues that don't have an obvious reason the obvious reason was (for british air) to buy a stake in united airlines
0	underwriters led by lazard brothers & co. will pick up the rest of the airline's offer of four convertible capital bonds for every nine common shares lazard and other primary underwriters have reduced or eliminated their exposure by sub-underwriting the issue among u.k. institutional investors
0	that the move has set off a board room split which may lead to the resignation of sir colin marshall the carrier's chief executive officer the stories are rubbish
0	robert j. penn president and chief executive officer will take early retirement from this steelmaker dec 31 mr. penn 58 years old would continue as a consultant and would work with the board in selecting a successor
0	apple computer lost 1 1/4 to 46 3/4 on 1.1 million shares stratus computer eased 3/4 to 24 on 816 000 shares
0	microsoft which last week rose to a record fell victim to profit-taking as it declined 2 1/8 to 83 1/8 conner peripherals was unchanged at 15
0	the dow jones industrials down over 80 points in the morning closed off 3.69 at 2659.22 bond prices surged in reaction to the sell-off in stocks then eased slightly during the afternoon recovery
0	durable goods orders slipped 0.1% in september reflecting weakening auto demand after a spurt of orders for new 1990 models excluding transportation items orders rose 1.8%
0	sun posted a gain mobil shell and chevron had declines
0	i guess i was naive he said there is a more descriptive word to describe his lapse of common sense
0	they know all the answers the blue-collar worker who decides to start a business will listen and take advice
0	successful american business owners do the same thing unfortunately they are in the minority
0	the decline was almost certainly influenced by the early sell-off in the stock market which partly reflected a weakening economy the recent decline in copper stocks was misleading in the face of a slowdown in manufacturing
0	that a lot of traders had bought into the market when the price was in the $1.24 to $1.26 range thinking there was support at the $1.20 level when the market fell below that level on monday and then yesterday couldn't climb above that level traders started selling out their positions
0	the next area of support for copper is in the $1.09 to $1.10 range that as soon as the selling abates somewhat we could see a rally back to the $1.20 region
0	that currently the ratio of available copper to consumption is about 3.5 weeks the normal ratio is five to six weeks
0	it takes three months to turn copper concentrate into cathodes if there isn't a recession we will be out of copper by the end of march
0	if there isn't a recession we will be out of copper by the end of march if there is a recession that will change the statistical situation
0	if there is a recession that will change the statistical situation that without a recession copper prices could exceed a high of $1.65 a pound
